run_at,mode,topK,iters,service,consistency,avg_ms,p50_ms,p95_ms,max_ms,min_ms,calls,queries,sessions,since,until,warm
2026-06-23T15:34:00.000Z,filtered,50,5,opensearch,eventual,18.4,18.2,22.9,31.6,12.8,25,5,2163,2026-06-10,,false
2026-06-23T15:34:00.000Z,filtered,50,5,pinecone,eventual,78.2,22.8,386.9,778.3,16.8,25,5,2163,2026-06-10,,false
2026-06-23T15:34:00.000Z,filtered,50,5,turbopuffer,eventual,29.8,28.9,33.7,44.4,26.0,25,5,2163,2026-06-10,,false
2026-06-23T15:34:00.000Z,unfiltered,50,50,opensearch,eventual,21.1,20.1,28.3,55.0,15.4,250,5,,,,false
2026-06-23T15:34:00.000Z,unfiltered,50,50,pinecone,eventual,43.0,33.0,104.3,289.6,22.9,250,5,,,,false
2026-06-23T15:34:00.000Z,unfiltered,50,50,turbopuffer,eventual,21.5,21.0,27.5,50.9,15.7,250,5,,,,false
2026-06-23T15:34:00.000Z,filtered,50,50,opensearch,eventual,20.2,13.8,36.3,917.8,10.9,250,5,2163,2026-06-10,,false
2026-06-23T15:34:00.000Z,filtered,50,50,pinecone,eventual,26.7,21.4,57.9,225.7,14.2,250,5,2163,2026-06-10,,false
2026-06-23T15:34:00.000Z,filtered,50,50,turbopuffer,eventual,28.2,27.6,32.7,42.9,24.6,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,5,5,opensearch,strong,13.2,12.7,18.8,20.1,10.0,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,5,5,pinecone,strong,26.2,21.7,36.2,78.3,18.1,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,5,5,turbopuffer,strong,23.3,21.1,35.1,53.8,14.1,25,5,,,,false
2026-06-23T15:38:00.000Z,filtered,5,5,opensearch,strong,9.7,9.5,11.1,13.9,8.4,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,5,5,pinecone,strong,17.9,15.6,30.7,42.7,10.1,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,5,5,turbopuffer,strong,34.4,25.8,84.1,115.1,20.0,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,5,50,opensearch,strong,14.1,13.8,19.8,28.2,9.5,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,5,50,pinecone,strong,28.5,23.7,53.4,203.8,18.6,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,5,50,turbopuffer,strong,25.7,20.5,60.6,98.9,14.2,250,5,,,,false
2026-06-23T15:38:00.000Z,filtered,5,50,opensearch,strong,10.1,9.7,13.9,23.9,7.4,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,5,50,pinecone,strong,19.5,15.1,41.1,210.4,10.3,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,5,50,turbopuffer,strong,24.4,21.0,41.3,93.1,18.0,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,10,5,opensearch,strong,24.0,18.1,45.1,76.1,13.2,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,10,5,pinecone,strong,28.7,24.2,56.4,70.9,20.3,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,10,5,turbopuffer,strong,19.5,18.2,23.6,39.6,14.7,25,5,,,,false
2026-06-23T15:38:00.000Z,filtered,10,5,opensearch,strong,10.7,10.4,12.9,13.3,8.7,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,10,5,pinecone,strong,32.0,20.7,128.4,149.7,11.6,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,10,5,turbopuffer,strong,22.7,22.4,26.2,27.1,20.3,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,10,50,opensearch,strong,14.9,13.9,20.8,46.1,10.8,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,10,50,pinecone,strong,31.4,24.2,55.9,472.2,18.1,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,10,50,turbopuffer,strong,25.4,20.9,49.3,134.9,14.4,250,5,,,,false
2026-06-23T15:38:00.000Z,filtered,10,50,opensearch,strong,10.0,9.8,11.8,20.5,7.8,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,10,50,pinecone,strong,19.9,15.6,36.5,118.5,11.0,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,10,50,turbopuffer,strong,25.0,22.3,38.1,119.1,19.0,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,50,5,opensearch,strong,21.3,20.0,25.0,32.1,17.1,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,50,5,pinecone,strong,32.6,28.4,57.6,61.0,25.3,25,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,50,5,turbopuffer,strong,33.1,30.9,49.1,80.4,21.3,25,5,,,,false
2026-06-23T15:38:00.000Z,filtered,50,5,opensearch,strong,14.4,13.8,17.2,18.3,11.4,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,50,5,pinecone,strong,20.8,18.8,31.3,36.4,15.3,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,50,5,turbopuffer,strong,35.6,32.2,55.2,71.8,26.2,25,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,unfiltered,50,50,opensearch,strong,22.4,20.7,34.8,69.6,15.1,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,50,50,pinecone,strong,35.7,29.3,58.2,238.3,23.0,250,5,,,,false
2026-06-23T15:38:00.000Z,unfiltered,50,50,turbopuffer,strong,36.2,29.1,80.8,124.2,18.5,250,5,,,,false
2026-06-23T15:38:00.000Z,filtered,50,50,opensearch,strong,14.3,13.9,18.0,21.7,11.3,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,50,50,pinecone,strong,25.2,18.6,38.8,873.2,14.0,250,5,2163,2026-06-10,,false
2026-06-23T15:38:00.000Z,filtered,50,50,turbopuffer,strong,41.7,33.3,82.2,254.3,26.6,250,5,2163,2026-06-10,,false
