run_at,mode,topK,iters,service,consistency,avg_ms,p50_ms,p95_ms,max_ms,min_ms,calls,queries,sessions,since,until,warm
2026-06-23T22:15:31.000Z,filtered-session,10,5,turbopuffer,eventual,24.5,24.4,26.3,27.5,22.9,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,5,pinecone,eventual,20.5,19.3,28.4,41.2,15.7,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,5,opensearch,eventual,10.9,10.8,12.9,13.1,9.2,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,turbopuffer,eventual,41.8,41.7,43.2,44,40.1,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,pinecone,eventual,23.6,20.5,39.8,56.8,18.2,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,opensearch,eventual,16.9,16.9,21.7,23.7,13,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,turbopuffer,eventual,10.6,10.5,12.2,15.8,9.1,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,pinecone,eventual,24.9,21.3,39.1,111.4,17.9,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,opensearch,eventual,13.2,12.7,17.5,28.5,9.4,250,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,turbopuffer,eventual,26.2,25.8,30.1,35.5,23.2,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,pinecone,eventual,23,19.4,34.5,255.8,14.4,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,opensearch,eventual,11.1,10.8,14.1,20.5,8.8,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,turbopuffer,eventual,43.8,43.5,47.7,53.2,40.6,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,pinecone,eventual,23.1,20.3,35.1,112.6,17.3,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,opensearch,eventual,16.4,15.2,23.4,65.5,11.5,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,turbopuffer,eventual,11.9,11.7,13.2,15.4,10.7,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,pinecone,eventual,23.1,21.5,35.5,39.3,18.4,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,opensearch,eventual,58.1,15.4,199.3,395.9,13.2,25,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,turbopuffer,eventual,27.5,27.4,29.4,29.7,25.8,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,pinecone,eventual,21.8,19.7,32.1,52.8,17.2,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,opensearch,eventual,11.5,10.8,16.1,19.4,9.3,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,turbopuffer,eventual,46.6,46.1,51.3,52.5,44,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,pinecone,eventual,24.9,21.3,47.9,69.5,18.4,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,opensearch,eventual,17.3,16.8,23.8,27.9,12.9,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,turbopuffer,eventual,11.5,11.4,12.6,13.9,9.7,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,pinecone,eventual,24.5,21.7,36.8,159.4,17.9,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,opensearch,eventual,17.2,15.1,29,73.5,12.7,250,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,turbopuffer,eventual,28.4,28.1,32.8,38.1,24.8,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,pinecone,eventual,23.3,20,38.1,140,15.6,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,opensearch,eventual,11.1,10.8,13.7,60.3,8.3,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,turbopuffer,eventual,44.8,44.6,47.3,50.1,42.5,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,pinecone,eventual,24.2,21.2,40.4,130.3,18.1,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,opensearch,eventual,15.7,15.4,18.8,27.8,12.5,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,5,5,turbopuffer,strong,21.2,19.5,32.6,38.1,14.6,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,5,5,pinecone,strong,25.9,22.5,41.6,47.2,19.4,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,5,5,opensearch,strong,12.8,13.1,15,16.1,10.2,25,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,5,turbopuffer,strong,33.9,26.5,56.6,105.3,24.3,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,5,pinecone,strong,21.8,20.3,30.3,33.9,16.1,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,5,opensearch,strong,11,10.9,13.1,13.4,9.2,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,5,5,turbopuffer,strong,48.1,44.1,57.4,116,41.1,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,5,5,pinecone,strong,23,21.7,29.8,30.3,18.4,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,5,5,opensearch,strong,25.9,24.1,47.5,48,14.5,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,5,50,turbopuffer,strong,31.3,20.6,68.4,247.9,14.9,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,5,50,pinecone,strong,24.4,21.2,36.7,122.7,17.5,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,5,50,opensearch,strong,13.6,13.2,17.4,26.3,10.3,250,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,50,turbopuffer,strong,31.7,26.1,61.5,98.4,22.5,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,50,pinecone,strong,22.5,19.8,37.3,158,15.6,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,5,50,opensearch,strong,11.4,10.9,13.9,79.8,8.5,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,5,50,turbopuffer,strong,45.4,44.1,53.1,103.3,38.9,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,5,50,pinecone,strong,24,20.9,33.3,258.3,17.1,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,5,50,opensearch,strong,15.7,15.3,18.9,60.3,12.1,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,10,5,turbopuffer,strong,27.6,23.4,64.4,90.5,16,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,5,pinecone,strong,32.1,22.2,43.4,228.7,19,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,5,opensearch,strong,14.1,13.8,17,20.5,10.8,25,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,5,turbopuffer,strong,31,27.2,46.9,72.1,23.9,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,5,pinecone,strong,22.7,21.4,31.2,46.6,17.8,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,5,opensearch,strong,11,11,12.7,14.1,8.9,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,turbopuffer,strong,45,44,50,68.5,41.6,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,pinecone,strong,31.1,21.1,53.9,202.4,18.3,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,5,opensearch,strong,15.1,15.3,16.7,17.1,13.2,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,turbopuffer,strong,27.4,22.5,57.8,135.1,13.7,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,pinecone,strong,26.6,21.9,57.8,127.2,17.7,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,10,50,opensearch,strong,13.7,13.3,17.2,38.9,10.5,250,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,turbopuffer,strong,30,27.1,48.6,91.8,23.3,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,pinecone,strong,22.9,19.5,35.7,295.6,16.1,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,10,50,opensearch,strong,11.5,10.9,15.4,61.7,8.1,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,turbopuffer,strong,44.2,43.1,50.2,75.3,40.3,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,pinecone,strong,23.6,20.2,47.9,93.1,17.1,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,10,50,opensearch,strong,15.8,15.2,20.1,91.1,12,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,turbopuffer,strong,25.3,21.2,45.9,59.2,15.1,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,pinecone,strong,23.5,22.3,32.7,37.6,19.2,25,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,5,opensearch,strong,15.4,15,16.8,19.5,13.4,25,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,turbopuffer,strong,30.4,27.7,38.6,77.1,25.9,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,pinecone,strong,29.6,22.2,72.6,82.7,18.2,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,5,opensearch,strong,12.5,12.1,16,19.8,10.1,25,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,turbopuffer,strong,46.6,45.7,53.5,56.2,43.5,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,pinecone,strong,22.3,21.1,30.8,34.1,17.6,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,5,opensearch,strong,18.7,18.3,23.2,27,13.8,25,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,turbopuffer,strong,20.1,18.2,35.6,88.4,13.9,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,pinecone,strong,25.3,22.6,37.9,119.8,18.2,250,5,,,,true
2026-06-23T22:15:31.000Z,unfiltered,50,50,opensearch,strong,17.3,16.2,25,43.5,12.7,250,5,,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,turbopuffer,strong,30.8,28.6,42.8,113.9,25.4,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,pinecone,strong,22.9,19.9,37.3,97.1,15,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-session,50,50,opensearch,strong,13.1,11.8,19.7,57.2,9.1,250,5,2163,,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,turbopuffer,strong,49.5,48.1,56.7,76.7,44.2,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,pinecone,strong,23.9,21.3,33.5,97.3,17.4,250,5,,2026-06-10,,true
2026-06-23T22:15:31.000Z,filtered-time,50,50,opensearch,strong,16,15.4,20.1,44.7,12.3,250,5,,2026-06-10,,true
